Name,Men,Women,Total
Ziyan,7,3,10
Zoëlle,3,7,10
Zoetina,0,8,8
Zorayda,0,8,8
Zoubir,8,0,8
Zouhaïr,8,0,8
Zubeyde,0,8,8
Zulfikar,8,0,8
Zümral,0,8,8
Zuriel,7,3,10
Zwaandina,0,8,8
Zwaanhilde,0,8,8
Zwaannetta,0,8,8
Zweris,8,0,8
Zaahir,7,0,7
Zaar,0,7,7
Zabrina,0,7,7
Zacharja,7,0,7
Zachea,0,7,7
Zafanja,0,7,7
Zaffar,7,0,7
Zahera,0,7,7
Zahrae,0,7,7
Zainul,7,0,7
Zantina,0,7,7
Zaven,7,0,7
Zavy,7,0,7
Zayen,3,3,6
Zecharja,5,3,8
Zegerius,7,0,7
Zehna,3,6,9
Zenjiro,7,0,7
Zephanja,3,3,6
Ziana,0,7,7
Ziarah,0,7,7
Zied,6,3,9
Zieshan,7,0,7
Zinga,3,5,8
Zitta,0,7,7
Zivan,7,0,7
Zixuan,3,3,6
Zoë-Jane,0,7,7
Zoël,6,3,9
Zoie,0,7,7
Zong,7,0,7
Zonja,3,6,9
Zophia,0,7,7
Zoraïda,0,7,7
Zoraima,0,7,7
Zorra,0,7,7
Zoscha,0,7,7
Zsiga,6,3,9
Zubeyda,0,7,7
Zuhaib,7,0,7
Zuheyra,0,7,7
Zulaiga,0,7,7
Zulaikha,0,7,7
Zülbiye,0,7,7
Zwanik,7,0,7
Zwantine,0,7,7
Zyva,0,7,7
Zabel,0,6,6
Zacaria,6,0,6
Zahar,5,3,8
Zaila,0,6,6
Zaïm,6,0,6
Zaïneb,0,6,6
Zaiyon,6,0,6
Zakarias,6,0,6
Zakarija,6,0,6
Zaky,6,0,6
Zaliha,0,6,6
Zamarra,0,6,6
Zannah,0,6,6
Zanthe,0,6,6
Zara-Lynn,0,6,6
Zaray,0,6,6
Zarmina,0,6,6
Zaro,6,0,6
Zarrin,0,6,6
Zavannah,0,6,6
Zayah,0,6,6
Zayana,0,6,6
Zazu,3,3,6
Zechariah,6,0,6
Zedd,6,0,6
Zeen,5,3,8
Zeenath,0,6,6
Zéfanja,3,3,6
Zekerya,6,0,6
Zenani,3,5,8
Zephalinda,0,6,6
Zeppo,5,3,8
Zerena,0,6,6
Ziane,5,3,8
Ziano,6,0,6
Zie,3,3,6
Zientje,0,6,6
Zijad,6,0,6
Zijntje,0,6,6
Zildjian,6,0,6
Zinadine,5,3,8
Zinnur,3,3,6
Zione,0,6,6
Zishaan,6,0,6
Ziyaan,6,0,6
Zjef,6,0,6
Zoa,3,5,8
Zoia,0,6,6
Zonzo,3,3,6
Zorn,6,0,6
Zubeer,6,0,6
Zuhra,0,6,6
Zühtü,6,0,6
Zülkarneyn,6,0,6
Zuzanne,0,6,6
Zwanine,0,6,6
Zweerzina,0,6,6
Zwierinus,6,0,6
Zwiert,6,0,6
Zya,3,3,6
Zygia,0,6,6
Zygmund,6,0,6
Zaahira,0,5,5
Zaccaria,3,3,6
Zacharya,3,3,6
Zacherias,5,0,5
Zackariya,5,0,5
Zacky,5,0,5
Zadik,5,0,5
Zadrac,5,0,5
Zafia,0,5,5
Zafier,5,0,5
Zafiro,3,3,6
Zaggrinus,5,0,5
Zahaira,0,5,5
Zahi,3,3,6
Zaïde,0,5,5
Zaidi,3,3,6
Zaima,0,5,5
Zaine,5,0,5
Zakija,0,5,5
Zalika,0,5,5
Zamara,0,5,5
Zamé,3,3,6
Zamo,5,0,5
Zandalee,0,5,5
Zanira,0,5,5
Zany,3,3,6
Zarai,0,5,5
Zaraï,0,5,5
Zarana,0,5,5
Zarella,0,5,5
Zarine,0,5,5
Zarko,5,0,5
Zayrah,0,5,5
Zayyan,5,0,5
Zazoe,0,5,5
Zdena,0,5,5
Zdeněk,5,0,5
Zeed,3,3,6
Zeegers,5,0,5
Zegerus,3,3,6
Zekai,5,0,5
Zelah,0,5,5
Zeljko,5,0,5
Zemfira,0,5,5
Zendy,0,5,5
Zene,3,3,6
Zenovia,0,5,5
Zephirine,0,5,5
Zerahja,3,3,6
Zeraja,3,3,6
Zeralda,0,5,5
Zevanya,3,3,6
Zeynal,5,0,5
Zeynepnur,0,5,5
Zeyno,3,3,6
Zeyşan,0,5,5
Zhé,3,3,6
Zhia,3,3,6
Zhora,0,5,5
Zhour,0,5,5
Zhun,3,3,6
Zihao,5,0,5
Zihni,5,0,5
Zilfi,0,5,5
Zilvan,5,0,5
Zilvana,0,5,5
Zimo,3,3,6
Zinar,5,0,5
Zinnet,0,5,5
Ziraili,3,3,6
Zivka,3,3,6
Zixin,3,3,6
Ziyal,0,5,5
Ziynet,0,5,5
Zizou,3,3,6
Zjenja,3,3,6
Zjos,3,3,6
Zoë-Ann,0,5,5
Zoë-Mae,0,5,5
Zoebair,5,0,5
Zoheb,5,0,5
Zorika,0,5,5
Zorka,0,5,5
Zoy,3,3,6
Zsigmond,5,0,5
Zsófi,0,5,5
Zsofie,0,5,5
Zühâl,0,5,5
Zuhayb,5,0,5
Zühra,0,5,5
Zuhre,0,5,5
Zuko,5,0,5
Zuleyka,0,5,5
Zümre,0,5,5
Zuraida,0,5,5
