Name,Men,Women,Total
Gerbrant,25,0,25
Geron,25,0,25
Gerralda,0,25,25
Gerrieta,0,25,25
Gerrittina,0,25,25
Geusje,0,25,25
Geuvert,25,0,25
Gian-Carlo,25,0,25
Gieljan,25,0,25
Gieze,23,3,26
Gijsbert-Jan,25,0,25
Ginairo,25,0,25
Gjilke,0,25,25
Godlief,24,3,27
Gooitsche,0,25,25
Grieco,25,0,25
Guilielma,0,25,25
Gwennie,0,25,25
Gabriéla,0,24,24
Gaike,18,6,24
Garance,0,24,24
Geerardus,24,0,24
Gelena,0,24,24
Gelfke,0,24,24
Gemmy,3,23,26
Geno,23,3,26
Genoah,23,3,26
Gernand,24,0,24
Gezelina,0,24,24
Gezines,24,0,24
Giannino,24,0,24
Gibson,23,3,26
Giesela,0,24,24
Gilani,19,5,24
Giliana,0,24,24
Ginus,24,0,24
Gisberta,0,24,24
Goan,20,3,23
Godfrey,24,0,24
Gonna,0,24,24
Goordina,0,24,24
Gorden,24,0,24
Gorgonius,23,3,26
Gosine,0,24,24
Grayson,17,7,24
Guillian,21,3,24
Gülnur,0,24,24
Güngör,16,8,24
Güray,24,0,24
Gyani,19,5,24
Gabriëll,20,3,23
Gee,12,11,23
Geert-Willem,23,0,23
Geoff,23,0,23
Geraline,0,23,23
Gerdia,0,23,23
Geredina,0,23,23
Gerjanna,0,23,23
Getrudis,3,21,24
Gezien,0,23,23
Ghislena,3,22,25
Gialt,23,0,23
Gin,12,11,23
Giselinde,0,23,23
Gizela,0,23,23
Goziena,0,23,23
Graciëlle,0,23,23
Grard,21,3,24
Grarda,0,23,23
Gregorie,21,3,24
Guilia,0,23,23
Guliano,23,0,23
Gyaan,23,0,23
Geerta,0,22,22
Geezina,0,22,22
Genna,3,20,23
Genowefa,3,21,24
Gepkje,0,22,22
Geppina,0,22,22
Gerredine,0,22,22
Gerridine,0,22,22
Gerritina,0,22,22
Gertien,0,22,22
Gerwina,3,21,24
Gesa,0,22,22
Gevano,22,0,22
Geziene,0,22,22
Giela,0,22,22
Gijsbartha,0,22,22
Gijsbreght,22,0,22
Giuditta,0,22,22
Gobelina,0,22,22
Godefriedes,21,3,24
Gommerina,0,22,22
Goossina,0,22,22
Goverinus,22,0,22
Gradda,0,22,22
Gretske,0,22,22
Grietienus,22,0,22
Gurbet,3,18,21
Gustava,0,22,22
Gusti,10,12,22
Galied,21,0,21
Galliano,21,0,21
Gartje,0,21,21
Gayatri,0,21,21
Geerharda,0,21,21
Geline,0,21,21
Géline,0,21,21
Gelte,21,0,21
Gerbentje,0,21,21
Gerber,20,3,23
Gerdineke,0,21,21
Germine,0,21,21
Gerriëlle,0,21,21
Gerro,21,0,21
Gert-jan,21,0,21
Gerwim,21,0,21
Geurdine,0,21,21
Gijsbertse,21,0,21
Giorgi,21,0,21
Gisla,0,21,21
Givenny,3,20,23
Glennis,3,19,22
Goikje,0,21,21
Goswijn,18,3,21
Guang,18,3,21
Gui,16,5,21
Gys,21,0,21
Gadija,0,20,20
Garreldina,0,20,20
Geerteke,0,20,20
Geertienus,20,0,20
Gelinde,6,14,20
Genara,0,20,20
Georginia,0,20,20
Gerd-Jan,20,0,20
Gerdienke,0,20,20
Gerritse,18,3,21
Gershon,20,0,20
Gervasius,20,0,20
Geurtina,0,20,20
Ghariba,0,20,20
Gieke,0,20,20
Giene,0,20,20
Gilermo,20,0,20
Gillermo,20,0,20
Gilmore,19,3,22
Giovany,20,0,20
Givanno,20,0,20
Gommerdina,0,20,20
Gooike,11,9,20
Gopal,20,0,20
Gosinus,20,0,20
Guiseppina,0,20,20
Gülfem,0,20,20
Gyvano,20,0,20
Gaëtan,18,3,21
Gaja,3,18,21
Gaytrie,0,19,19
Geessinus,19,0,19
Gejo,18,3,21
Gena,3,17,20
Geralynn,0,19,19
Geranimo,19,0,19
Gerhardi,7,12,19
Gerida,0,19,19
Gerolt,19,0,19
Gervasia,3,18,21
Geurtruida,0,19,19
Ghazal,3,17,20
Gilbèrt,19,0,19
Giljaam,18,3,21
Giorno,19,0,19
Giph,19,0,19
Gise,9,10,19
Göksu,3,15,18
Gorina,0,19,19
Gossina,0,19,19
Gotlieb,19,0,19
Gracella,0,19,19
Graciana,0,19,19
Gracie,3,18,21
Greelt,19,0,19
Grégor,19,0,19
Grianne,0,19,19
Gürhan,19,0,19
Gwynne,3,18,21
Gyliano,19,0,19
Gabin,16,3,19
Gabina,0,18,18
Gad,13,5,18
Gait,18,0,18
Galenus,18,0,18
Galil,18,0,18
Ganem,0,18,18
Ganna,0,18,18
Garlina,0,18,18
Garnout,18,0,18
Garvin,18,0,18
Gebhard,17,3,20
Geldrina,0,18,18
Gemke,0,18,18
Genius,15,3,18
Georgien,0,18,18
Gerbedina,0,18,18
Gerdieneke,0,18,18
Gerdjan,18,0,18
Gerlant,11,7,18
Gerrechiena,0,18,18
Gerrediena,0,18,18
Gerth,18,0,18
Geurina,0,18,18
Ghadija,0,18,18
Gidy,11,7,18
Gijsberdine,0,18,18
Gijsberdinus,18,0,18
Gijsbrand,18,0,18
Gijsjan,18,0,18
Giorgino,18,0,18
Giorgos,18,0,18
Girigorie,15,3,18
Gitanjali,0,18,18
Gökdeniz,18,0,18
