Name,Men,Women,Total
Wyona,0,47,47
Warmold,45,3,48
Wieland,44,3,47
Wiggerina,0,46,46
Wilmie,3,44,47
Wilton,43,3,46
Winke,5,41,46
Waltje,0,45,45
Wiarda,6,39,45
Wijnandina,0,45,45
Wibbe,42,3,45
Wibout,44,0,44
Wicky,29,15,44
Wilto,43,3,46
Wubke,0,44,44
Wernard,43,0,43
Wiebertha,0,43,43
Wilbrordus,43,0,43
Wilbur,43,0,43
Winnyfred,3,40,43
Wino,43,0,43
Wubbegien,0,43,43
Wycher,43,0,43
Wahib,40,3,43
Waleed,39,3,42
Wiegerdina,0,42,42
Wilbrordina,3,41,44
Wilfrid,39,3,42
Wilhelmijna,3,41,44
Wojciech,41,3,44
Wafa,3,40,43
Waheeda,0,41,41
Wandena,0,41,41
Wendelin,14,27,41
Wiebertus,41,0,41
Willa,3,40,43
Willem-Alexander,41,0,41
Wilm,41,0,41
Wousje,0,41,41
Waatze,40,0,40
Williams,36,3,39
Winay,39,3,42
Wallace,37,3,40
Warna,3,36,39
Wendolina,3,37,40
Wesse,39,0,39
Wiene,16,23,39
Wijnhold,39,0,39
Wijpke,30,9,39
Wilfriede,0,39,39
Willemiene,0,39,39
Willybrordus,39,0,39
Winne,29,10,39
Winniefred,3,37,40
Wubbechien,0,39,39
Wypke,28,11,39
Wendoline,0,38,38
Weronika,0,38,38
Wiardus,37,3,40
Wiebke,3,35,38
Wijcher,38,0,38
Wilmien,0,38,38
Wivina,3,36,39
Wybrich,3,37,40
Wadie,31,6,37
Wieb,18,19,37
Wilrieke,0,37,37
Wirin,37,0,37
Walrave,35,3,38
Weslie,36,0,36
Wesselien,0,36,36
Wibertus,36,0,36
Wienanda,0,36,36
Wiepkjen,0,36,36
Wijmer,36,0,36
Wiktor,36,0,36
Woud,36,0,36
Wahiba,0,35,35
Waseem,29,6,35
Weinand,35,0,35
Wiger,35,0,35
Wijbrig,0,35,35
Wike,3,34,37
Wiljanne,0,35,35
Willemmina,0,35,35
Willo,35,0,35
Witold,35,0,35
Walburg,10,24,34
Weinanda,0,34,34
Willemptje,0,34,34
Willina,0,34,34
Wong,18,16,34
Wop,34,0,34
Waldy,28,5,33
Wiepie,3,31,34
Wijbo,33,0,33
Wijndelt,33,0,33
Wubbechiena,0,33,33
Wanne,16,16,32
Weijert,32,0,32
Wiet,19,13,32
Wijbrandus,32,0,32
Wilan,25,7,32
Wilbrand,32,0,32
Willemjan,32,0,32
Wisam,17,15,32
Wonder,21,11,32
Wouterinus,32,0,32
Wyger,32,0,32
Warisha,0,31,31
Wauter,31,0,31
Wichman,31,0,31
Wienke,3,28,31
Wine,8,23,31
Wulfranus,30,3,33
Wahied,30,0,30
Walfrida,0,30,30
Wendelyn,3,28,31
Wendij,0,30,30
Wico,29,3,32
Wigbolt,30,0,30
Wijbigje,0,30,30
Willemse,30,0,30
Windy,3,27,30
Wishaal,30,0,30
Wubbegiena,0,30,30
Walentina,3,28,31
Weijer,29,0,29
Wien,21,8,29
Wiepk,0,29,29
Wihelmina,3,28,31
Wijnant,29,0,29
Willempien,0,29,29
Winfrida,0,29,29
Winonah,0,29,29
Wolly,3,26,29
Wya,0,29,29
Wybrigje,0,29,29
Waqas,24,3,27
Weltje,0,28,28
Wemeltien,0,28,28
Werna,0,28,28
Wesseldina,0,28,28
Wiero,28,0,28
Wietje,3,27,30
