Name,Men,Women,Total
Ugely,0,3,3
Ugenea,0,3,3
Ugheghele,3,0,3
Ugine,3,0,3
Ugli,3,0,3
Ugmar,3,0,3
Ugnė,0,3,3
Ugne,0,3,3
Ugobi,3,0,3
Ugochinyere,0,3,3
Ugoezue,3,0,3
Ugolina,0,3,3
Ugom,0,3,3
Ugoma,0,3,3
Ugoor,3,0,3
Ugowe,0,3,3
Uğraş,3,0,3
Ugras,3,0,3
Ugraş,3,0,3
Ugrasain,3,0,3
Ugûr,3,0,3
Ugŭr,3,0,3
Ugūr,3,0,3
Uğural,3,0,3
Uġurcan,3,0,3
Ugurgül,0,3,3
Ugurhan,3,0,3
Uĝurhan,3,0,3
Uğurhan,3,0,3
Uĝurtan,3,0,3
Uğuz,3,0,3
Uguz,3,0,3
Uhama,0,3,3
Uhde,3,0,3
Uhiriwe,3,0,3
Uhle,3,0,3
Uhm,3,0,3
Uhny,3,0,3
Uhono,3,0,3
Uhri,3,0,3
Uhria,3,0,3
Uhudcan,3,0,3
Uhunormar,0,3,3
Uhura,3,0,3
Uidzen,3,0,3
Uif-Jan,3,0,3
Uigen,3,0,3
Uijthoven,3,0,3
Uilean,3,0,3
Uilina,0,3,3
Uilkje-Ietsje,0,3,3
Uilona,0,3,3
Uilson,3,0,3
Uilton,3,0,3
Uindina,0,3,3
Uipco,3,0,3
Uirapuru,0,3,3
Uitjen,3,0,3
Uitwidus,3,0,3
Uiver,3,0,3
Ujamaa,3,0,3
Ujan,3,0,3
Ujana,0,3,3
Ujani,3,0,3
Ujayhnaline,0,3,3
Ujendre,3,0,3
Ujjawal,3,0,3
Ujjesh,3,0,3
UJM,3,0,3
Uju,0,3,3
Ujuagbe,3,0,3
Ukaashah,3,0,3
Ukaij,0,3,3
Ukan,3,0,3
Ukanyi,0,3,3
Ukash,3,0,3
Ukay,0,3,3
Ukayil,3,0,3
Ukbe,3,0,3
Ukeliena,0,3,3
Ukinebo,0,3,3
Ukran,0,3,3
Ukte,0,3,3
Ukulatu,3,0,3
Ukwunna,0,3,3
Ukyo,3,0,3
Ul-Abidin,3,0,3
Ul-Ain,0,3,3
Ul-Haq-Shah,3,0,3
ul-Haya,0,3,3
Ul-Islam,3,0,3
Ul-Rehman,3,0,3
Ulaç,3,0,3
Ulai,0,3,3
Ulalam,3,0,3
Uland,0,3,3
Ulanga,3,0,3
Ulara,0,3,3
Ulaşcan,3,0,3
Ulay,0,3,3
Ulbama,3,0,3
Ulbani-marie,0,3,3
Ulbarkaat,0,3,3
Ulbart,3,0,3
Ulbe-Jan,3,0,3
Ulberthe,0,3,3
Ulberto,3,0,3
Ulbet,3,0,3
Ulbian,3,0,3
Ulbrân,3,0,3
Ulbria,0,3,3
Ulchdrienis,0,3,3
Ulciën,3,0,3
Ulderica,0,3,3
Ulderik,3,0,3
Ulderike,0,3,3
Ulderikus,3,0,3
Uldino,3,0,3
Uldjana,0,3,3
Uldricus,3,0,3
Uldrikus,3,0,3
Uldrise,0,3,3
Uldritcha,0,3,3
Ulelefe,3,0,3
Ulerik,3,0,3
Ulex,3,0,3
Uleya,3,0,3
Ulfah,0,3,3
Ulfarik,3,0,3
Ulferd,3,0,3
Ulferdus,3,0,3
Ulfert-Klaas,3,0,3
Ulfertdina,0,3,3
Ulfeta,0,3,3
Ulfeth,0,3,3
Ulfilas,3,0,3
Ulfine,0,3,3
Ulfried,3,0,3
Ulfrieda,0,3,3
Ulgar,3,0,3
Ulgina,0,3,3
Ulhaq,3,0,3
Ulhath,3,0,3
Uliane,0,3,3
Ulianna,0,3,3
Ulianus,3,0,3
Ulibasa,0,3,3
Uliena,0,3,3
Ulienke,0,3,3
Ulieo,3,0,3
Ulijn,0,3,3
Ulily,0,3,3
Ulimaan,0,3,3
Ulinda,0,3,3
Uline,0,3,3
Ulisa,0,3,3
Ulissa,0,3,3
Ulisséia,0,3,3
Ulita,0,3,3
Ulixes,3,0,3
Ulize,0,3,3
Ulja,0,3,3
Uljanalynn,0,3,3
Uljanov,3,0,3
Ulker,0,3,3
Ulkuhan,0,3,3
Ulla-May,0,3,3
Ullalie,0,3,3
Ulle,3,0,3
Ullisses,3,0,3
