Name,Men,Women,Total
Herta,3,103,106
Hoite,104,0,104
Hunter,90,14,104
Herlena,5,98,103
Hadewich,0,102,102
Hee,66,36,102
Heert,101,0,101
Helmi,7,94,101
Hentje,3,100,103
Hera,3,97,100
Hugolina,0,101,101
Haider,96,3,99
Hei,69,31,100
Hieronimus,97,3,100
Hiltjo,100,0,100
Heidie,3,98,101
Hiltsje,0,99,99
Hitje,5,94,99
Hittje,3,98,101
Hillechienus,98,0,98
Harris,93,3,96
Huug,94,3,97
Hadewina,0,96,96
Handan,0,95,95
Henrieta,0,95,95
Huberdine,0,95,95
Hyke,5,90,95
Hypolitus,89,6,95
Hinderik,93,3,96
Hubrina,0,94,94
Harminus,93,0,93
Hildegarde,3,89,92
Harrit,92,0,92
Hasina,3,90,93
Henderike,0,91,91
Habibe,0,90,90
Halim,81,9,90
Hemmechien,0,90,90
Hoa,42,48,90
Hijltje,70,19,89
Hortence,3,87,90
Heléne,3,85,88
Hinrich,87,0,87
Hyacinthe,6,81,87
Hanita,0,86,86
Herberdina,0,86,86
Hillary,7,79,86
Hon,81,5,86
Huberto,79,7,86
Henderijntje,0,85,85
Haitze,84,0,84
Hannan,8,76,84
Hing,61,22,83
Hanni,6,76,82
Hien,56,26,82
Hillichje,0,82,82
Hamide,3,80,83
Hèlen,3,80,83
Hemke,49,32,81
Hendriek,16,65,81
Hendrikjan,80,3,83
Hestia,0,81,81
Hildegarda,3,80,83
Hoesein,81,0,81
Hildegonde,3,74,77
Hobbe,78,0,78
Hommo,78,0,78
Huriye,0,78,78
Hazar,60,17,77
Heilina,0,77,77
Herold,77,0,77
Hinde,0,77,77
Hugh,75,3,78
Hakki,76,0,76
Heribertus,74,3,77
Hizkia,63,13,76
Harper,19,56,75
Hadewij,3,72,75
Hayrunnisa,0,74,74
Hendrientje,0,74,74
Hala,0,73,73
Harrison,72,3,75
Helge,53,20,73
Hendrikien,0,73,73
Hiskia,21,52,73
Hubèrt,71,3,74
Haron,68,3,71
Hilary,7,65,72
Hilgonda,0,72,72
Houdayfa,72,0,72
Humberto,72,0,72
Hande,0,71,71
Henderieka,0,71,71
Hermientje,0,71,71
Hani,41,29,70
Harwin,70,0,70
Heijo,70,0,70
Hesseltje,0,70,70
Hicran,0,70,70
Hielko,70,0,70
Harmans,69,0,69
Helina,0,69,69
Hendrico,69,0,69
Henria,0,69,69
Henrich,68,3,71
Hesdy,66,3,69
Him,69,0,69
Heico,68,0,68
Hilâl,3,66,69
Hilberta,0,68,68
Hindrikus,67,3,70
Héléna,5,62,67
Hélèna,7,60,67
Heng,58,9,67
Hamed,49,17,66
Hans-Peter,66,0,66
Harmanda,0,66,66
Hartman,66,0,66
Hinko,66,0,66
Hiu,13,53,66
Hylco,66,0,66
Heléna,3,62,65
Hoeke,65,0,65
Huigerina,0,65,65
Hacı,64,0,64
Hadewijch,0,64,64
Hafssa,0,64,64
Hanifa,0,64,64
Haylee,0,64,64
Hendriekje,3,63,66
Henning,64,0,64
Hidzer,64,0,64
Hok,61,3,64
Hosea,62,3,65
Huda,3,60,63
Hulda,0,64,64
Hamilton,63,0,63
Heloïse,0,63,63
Hillebrandus,63,0,63
Humbert,63,0,63
Hebrina,0,62,62
Hermi,6,56,62
Houria,0,62,62
Hubertien,3,58,61
Harie,53,8,61
Harmijntje,0,61,61
Harri,60,3,63
Héléne,3,60,63
Hyacinth,42,19,61
Haebeltje,0,60,60
Hariette,0,60,60
Harpert,60,0,60
Hayco,60,0,60
Heimerik,60,0,60
Heini,36,24,60
Hillina,0,60,60
Har,45,14,59
Hermanie,3,58,61
Hieronyma,0,59,59
Houssine,59,0,59
Huberthus,59,0,59
Henderikje,0,58,58
Hermione,0,58,58
Hesse,54,3,57
Hoyte,58,0,58
Haitske,0,57,57
Hamit,57,0,57
Harriëtta,3,56,59
Hashim,47,10,57
Hervé,57,0,57
Hillegondus,57,0,57
Hugina,0,57,57
Hugorina,0,57,57
Hwa,12,45,57
Hendriëtta,3,55,58
Hilleen,0,56,56
Hoo,53,3,56
Houssam,56,0,56
Halis,55,0,55
Hanifi,55,0,55
Has,53,3,56
Hermes,54,3,57
Horatio,55,0,55
Hanad,51,3,54
Harrald,54,0,54
Hasibe,0,54,54
Hayke,30,24,54
Hediye,0,54,54
Hilaire,41,13,54
Hilaria,3,53,56
Hilberdina,0,54,54
Hilja,0,54,54
Hotse,54,0,54
Hou,49,5,54
Hamida,3,49,52
Helmar,53,0,53
Hendric,53,0,53
Hennij,16,37,53
Hergen,53,0,53
Hidayet,43,10,53
Hijman,53,0,53
Hilbertha,0,53,53
Honorine,6,47,53
Huiberdine,0,53,53
Hulya,0,53,53
Hale,3,51,54
Hamzah,51,3,54
Helle,12,40,52
Henoch,52,0,52
Henrianne,0,52,52
Heribert,50,3,53
Houdaifa,52,0,52
Hadewig,3,48,51
Harmony,3,48,51
Hatiçe,0,51,51
Henco,51,0,51
Hendriët,0,51,51
Hens,46,5,51
Herlinde,3,50,53
Hijke,5,46,51
Hobie,50,3,53
Hoessein,51,0,51
Huu,50,3,53
Hadia,0,50,50
Hage,50,0,50
Haya,0,50,50
Hayleigh,3,49,52
Husna,0,50,50
Hadewieg,0,49,49
Hariët,0,49,49
Hayri,49,0,49
Hillena,0,49,49
Hisse,49,0,49
Hoda,3,48,51
Huberte,0,49,49
Haidy,0,48,48
Hanoch,48,0,48
Harmientje,0,48,48
Hedser,47,3,50
Heleendert,48,0,48
Hillechinus,48,0,48
Hudayfa,48,0,48
Haakon,47,0,47
Hafize,0,47,47
Hailie,0,47,47
Halid,47,0,47
Heijmen,47,0,47
Heske,0,47,47
Haaye,45,3,48
Harte,37,9,46
Hasnae,0,46,46
Heime,45,3,48
Hélene,5,41,46
Herminia,0,46,46
Hieu,40,6,46
Hossein,45,3,48
Haily,3,44,47
Having,45,0,45
Henderkina,0,45,45
Henja,3,43,46
Hermie,6,39,45
Herriëtte,0,45,45
Hieltje,30,15,45
Huberthe,0,45,45
Hüsna,0,45,45
Hadrianus,44,0,44
Hardy,40,3,43
Haytham,44,0,44
Heikina,0,44,44
Heildina,0,44,44
Helmy,12,32,44
Hennieke,0,44,44
Hildert,44,0,44
Hisham,44,0,44
Huzeyfe,44,0,44
Hymke,3,42,45
Hayati,38,5,43
Henders,3,39,42
Hesham,32,11,43
Houssain,43,0,43
Hüma,0,43,43
Haroon,38,3,41
Hayrettin,42,0,42
Heidemarie,0,42,42
Heilke,11,31,42
Henneke,0,42,42
Hent,42,0,42
Herco,42,0,42
Hestera,3,41,44
Hilchien,0,42,42
Hinderkje,0,42,42
Hinse,41,3,44
Hippolytus,42,0,42
Huey,39,3,42
Haske,25,16,41
Hassana,0,41,41
Hebelina,3,40,43
Heertje,40,3,43
Helmie,5,36,41
Heloise,0,41,41
Hendriko,41,0,41
Herben,41,0,41
Hermandus,41,0,41
Hermijn,3,37,40
Hillegond,3,37,40
Hossam,41,0,41
Huong,0,41,41
Helmine,3,39,42
Hendrickje,0,40,40
Hendrickus,39,3,42
Henjo,38,3,41
Herberta,0,40,40
Herlinda,0,40,40
Heronymus,39,3,42
Hila,0,40,40
Houke,31,9,40
Hanief,39,0,39
Hanin,6,33,39
Hanske,3,37,40
Héloïse,0,39,39
Hillebranda,0,39,39
Human,39,0,39
Hau,29,9,38
Heba,0,38,38
Henderikes,38,0,38
Hendriks,38,0,38
Hesterina,0,38,38
Hinderktje,0,38,38
Holke,38,0,38
Hyginus,35,3,38
Hany,24,13,37
Hauke,29,8,37
Heddy,6,31,37
Heerko,37,0,37
Heinie,18,19,37
