Name,Men,Women,Total
Phill,22,6,28
Phuoc,26,3,29
Poodja,0,28,28
Pria,0,28,28
Pyt,25,3,28
Parvesh,27,0,27
Paulientje,0,27,27
Pearly,3,25,28
Peeter,27,0,27
Perkash,27,0,27
Pharailda,3,25,28
Philippes,27,0,27
Phillis,3,25,28
Preben,27,0,27
Preety,0,27,27
Priscila,0,27,27
Prithviraj,27,0,27
Pasqualina,0,26,26
Peike,20,6,26
Petie,8,18,26
Phébe,0,26,26
Phyline,0,26,26
Pierce,26,0,26
Piers,26,0,26
Pipp,3,24,27
Prospère,25,3,28
Paultje,22,3,25
Pernette,0,25,25
Péter,25,0,25
Peter-Alexander,25,0,25
Philicia,0,25,25
Purnima,3,24,27
Paresh,24,0,24
Patsy,0,24,24
Pedram,24,0,24
Petronette,0,24,24
Philly,8,16,24
Pieteronella,0,24,24
Pleuny,0,24,24
Prientje,0,24,24
Prisha,3,23,26
Pabe,23,0,23
Pallas,3,22,25
Palmer,22,3,25
Pauw,21,3,24
Pépin,22,3,25
Peteronella,0,23,23
Petronela,3,22,25
Phan,13,10,23
Philothea,0,23,23
Piet-Jan,23,0,23
Pommelien,0,23,23
Priscilia,0,23,23
Pum,10,13,23
Putu,9,14,23
Paschal,17,5,22
Pawankumar,22,0,22
Périne,0,22,22
Permata,3,20,23
Peterszoon,22,0,22
Philemina,3,19,22
Phlox,3,20,23
Phocas,22,0,22
Phung,6,16,22
Pin,14,8,22
Pippilotta,0,22,22
Pippin,14,8,22
Plonius,22,0,22
Predrag,22,0,22
Prewien,21,3,24
Prija,0,22,22
Pauke,3,17,20
Pavle,21,0,21
Payton,5,16,21
Peterjan,20,3,23
Petria,3,20,23
Petty,3,20,23
Pharaïlde,3,18,21
Phelan,21,0,21
Philien,0,21,21
Philiene,0,21,21
Philomine,3,18,21
Philon,18,3,21
Piera,0,21,21
Pink,0,21,21
Placidus,19,3,22
Pong,21,0,21
Praxedes,3,17,20
Parmis,0,20,20
Pascasius,20,0,20
Patries,3,16,19
Patti,0,20,20
Paulie,5,15,20
Pavankumar,20,0,20
Pavlos,20,0,20
Paweł,20,0,20
Pele,17,3,20
Perijn,19,3,22
Pham,14,6,20
Pierina,3,19,22
Pieternelly,0,20,20
Pietra,0,20,20
Pommeline,0,20,20
Poula,0,20,20
Prekash,20,0,20
Primus,20,0,20
Paisley,5,14,19
Pallavi,0,19,19
Pao,9,10,19
Pascalina,0,19,19
Patrieck,18,3,21
Patryk,19,0,19
Pea,0,19,19
Pépé,15,3,18
Pepeyn,19,0,19
Peters,17,3,20
Philippien,0,19,19
Pieter-Willem,19,0,19
Pitou,3,16,19
Pjotter,19,0,19
Priti,0,19,19
Pelagie,0,18,18
Peternelle,0,18,18
Petrick,18,0,18
Petronille,0,18,18
Phineas,18,0,18
Piëtra,0,18,18
Pradeep,17,3,20
Prashand,18,0,18
Pushpa,0,18,18
Padmini,0,17,17
Pang,15,3,18
Paolina,0,17,17
Parish,10,7,17
Parmanand,17,0,17
Parvez,12,5,17
Paulona,0,17,17
Peeke,16,3,19
Peel,17,0,17
Pepito,17,0,17
Pernel,7,10,17
Phila,0,17,17
Photina,3,16,19
Pierino,16,3,19
Pierke,3,13,16
Polonia,0,17,17
Polycarpa,0,17,17
Polydorus,17,0,17
Pratama,16,3,19
Prema,3,14,17
Premila,0,17,17
Pusat,17,0,17
Pasja,3,14,17
Passchier,16,0,16
Peep,12,3,15
Pekka,15,3,18
Pepeduwa,0,16,16
Pepeijn,16,0,16
Petroesjka,0,16,16
Petroeska,3,15,18
Petronilia,0,16,16
Petrouska,0,16,16
Phat,15,3,18
Philip-Jan,16,0,16
Philipien,0,16,16
Philoméne,3,15,18
Philomon,14,3,17
Pietrikje,0,16,16
Pietrix,0,16,16
Pouw,16,0,16
Pravish,16,0,16
Prempeh,11,5,16
Presilla,0,16,16
Padraig,15,0,15
Pako,15,0,15
Panday,15,0,15
